name,address-street,address-zipcode,address-place,google_search_link,category,phone,adress,website,email,handler_type,company_purpose,management,registration_number,profit_year,profit_amount,company_url
Sanitätshaus Strucks GmbH,Wölckernstr. 56,90459.0,Nürnberg,https://www.google.de/search?q=Sanit%C3%A4tshaus+Strucks+GmbH+W%C3%B6lckernstr.+56+90459+N%C3%BCrnberg,Inkontinenzhilfen%2C+ableitend,+49 911 439210,"Wölckernstr. 56, 90459 Nürnberg",,info@sanitaetshausstrucks.de,Sanitätshaus,"Sanitätshaus Strucks GmbH ist ein Sanitätshaus mit mehreren Standorten in , sich auf die individuelle Beratung und Versorgung von Kunden mit Sanitärausstattung und -dienstleistungen spezialisiert hat. Das Unternehmen zeichnet sich durch seine Vielzahl von Standorten und seiner individuellen Beratung aus. Der Zweck seiner Geschäftstätigkeit ist es, Kunden mit qualitativ hochwertigen Sanitärausstattungen und -dienstleistungen zu versorgen und ihnen eine optimale Versorgung zu bieten.",Birgit Kißkalt,Gesellschaft mit beschränkter Haftung,,,https://www.companyhouse.de/Sanitaetshaus-Strucks-GmbH-Nuernberg
CC Care-Consult GmbH,Rollnerstr. 110 c,90408.0,Nürnberg,https://www.google.de/search?q=CC+Care-Consult+GmbH+Rollnerstr.+110+c+90408+N%C3%BCrnberg,Inkontinenzhilfen%2C+ableitend,+49 9131 9779190,"Altenseestraße 7, 91341 Röttenbach",,,Management & Unternehmensberatung,Gesundheitsberater,"Alexander Mracek, Petra Geißler, Jutta Stahl",HRB 9465 Amtsgericht Fürth,,,https://www.companyhouse.de/CC-Care-Consult-GmbH-Roettenbach
Hans Müller HMP Medizintechnik GmbH,Schnieglinger Str. 162,90425.0,Nürnberg,https://www.google.de/search?q=Hans+M%C3%BCller+HMP+Medizintechnik+GmbH+Schnieglinger+Str.+162+90425+N%C3%BCrnberg,Inkontinenzhilfen%2C+ableitend,+49 911 9552880,"Schnieglingerstr. 162, 90425 Nürnberg",,,Großhandel,Medizintechnikvertrieb,"Simone Rickhoff Kibach, Nik de Corte",HRB 25169 Amtsgericht Nürnberg,,,https://www.companyhouse.de/Hans-Mueller-HMP-Medizintechnik-GmbH-Nuernberg
Med SSE System GmbH Alfred von der Lehr,Herderstr. 9,90427.0,Nürnberg,https://www.google.de/search?q=Med+SSE+System+GmbH+Alfred+von+der+Lehr+Herderstr.+9+90427+N%C3%BCrnberg,Inkontinenzhilfen%2C+ableitend,+49 911 7908806,"Herderstr. 5-9, 90427 Nürnberg",medsse.de,info@medsse.de,Herstellung und Vertrieb von Inkontinenzprodukten,"Med SSE System GmbH Alfred von der Lehr ist ein Unternehmen, sich auf die Herstellung und den Vertrieb von Inkontinenzprodukten spezialisiert hat. Ihr bekanntestes Produkt ist der Contam® Würfeltampon, bei Senkungsbeschwerden und Blasenentleerungsstörungen eingesetzt wird. Das Unternehmen bietet auch ein Start-Set mit verschiedenen Tampongrößen an, um die individuell passende Größe zu ermitteln.","Michael Kronenberger, Lothar Kronenberger",Gesellschaft mit beschränkter Haftung,,,https://www.companyhouse.de/Med-SSE-System-GmbH-Alfred-von-der-Lehr-Nuernberg
n.aip Deutschland GmbH Pharmazeutisch medizin-,Kaiserstr. 168-170,90763.0,Fürth,https://www.google.de/search?q=n.aip+Deutschland+GmbH+Pharmazeutisch+medizin-+Kaiserstr.+168-170+90763+F%C3%BCrth,Inkontinenzhilfen%2C+ableitend,,,,,,,,,,,
Reha-Team Nürnberg GmbH,Tucholskystr. 2,90471.0,Nürnberg,https://www.google.de/search?q=Reha-Team+N%C3%BCrnberg+GmbH+Tucholskystr.+2+90471+N%C3%BCrnberg,Inkontinenzhilfen%2C+ableitend,,"Tucholskystr. 2, 90471 Nürnberg",,,Herstellung von sonstigen Waren,"Handel, Entwicklung, Anfertigung und Instandsetzung von Rehabilitationshilfsmitteln.",Michael Riedel,HRB 13898 Amtsgericht Nürnberg,,,https://www.companyhouse.de/Reha-Team-Rehabilitationstechnik-Nuernberg-GmbH-Nuernberg
Orthopädie Forum GmbH,Nürnberger Str. 29 a,90513.0,Zirndorf,https://www.google.de/search?q=Orthop%C3%A4die+Forum+GmbH+N%C3%BCrnberger+Str.+29+a+90513+Zirndorf,Inkontinenzhilfen%2C+ableitend,+49 9131 970090,"Michael-Vogel-Straße 1d, 91052 Erlangen",orfo.de,mail@orfo.de,"Orthopädietechnik, Prothetik und Rehabilitationstechnik",Herstellung von orthopädischen Hilfsmitteln und Rehabilitationsmitteln und deren Vertrieb.,Jan Henrik Schmitz,Gesellschaft mit beschränkter Haftung,,,https://www.companyhouse.de/Orthopaedie-Forum-GmbH-Erlangen
Orthopädie Forum GmbH Zentrum für technische,Michael-Vogel-Str. 1 d,91052.0,Erlangen,https://www.google.de/search?q=Orthop%C3%A4die+Forum+GmbH+Zentrum+f%C3%BCr+technische+Michael-Vogel-Str.+1+d+91052+Erlangen,Inkontinenzhilfen%2C+ableitend,,,,,,,,,,,
Roll & Talk GmbH & Co. KG,Industriestr. 25,91207.0,Lauf,https://www.google.de/search?q=Roll+%26+Talk+GmbH+%26+Co.+KG+Industriestr.+25+91207+Lauf,Inkontinenzhilfen%2C+ableitend,,"Industriestr. 25, 91207 Lauf an der Pegnitz",,,Soziale Einrichtungen,"Entwicklung und Vermarktung von Gesundheitsprodukten für Menschen mit körperlichen Defiziten, um diesen die Teilnahme an dem sozialen Leben zu vereinfachen und zu ermöglichen.","Tom Büttner, Peter Prowald",HRA 18393 Amtsgericht Nürnberg,,,https://www.companyhouse.de/rolltalk-GmbH-Co-KG-Lauf-an-der-Pegnitz
Sanitätshaus Goebel Inh. Dieter Goebel,Friedrich-Ebert-Str. 3,90579.0,Langenzenn,https://www.google.de/search?q=Sanit%C3%A4tshaus+Goebel+Inh.+Dieter+Goebel+Friedrich-Ebert-Str.+3+90579+Langenzenn,Inkontinenzhilfen%2C+ableitend,,,,,,,,,,,
Sanitätshaus Altdorf GmbH,Oberer Markt 14,90518.0,Altdorf,https://www.google.de/search?q=Sanit%C3%A4tshaus+Altdorf+GmbH+Oberer+Markt+14+90518+Altdorf,Inkontinenzhilfen%2C+ableitend,,"Oberer Markt 14, 90518 Altdorf bei Nürnberg",,,Gebäudeverwaltung,"Betrieb eines Sanitätshauses. Klargestellt wird: Geschäfte, einer besonderen behördlichen Genehmigung bedürfen, sind nicht Gegenstand des Unternehmens.",Daniel Reichel,HRB 31905 Amtsgericht Nürnberg,,,https://www.companyhouse.de/Sanitaetshaus-Altdorf-GmbH-Altdorf-bei-Nuernberg
AURA Team Handels GmbH,Döhlersberg 5,91086.0,Aurachtal,https://www.google.de/search?q=AURA+Team+Handels+GmbH+D%C3%B6hlersberg+5+91086+Aurachtal,Inkontinenzhilfen%2C+ableitend,,,,,,,,,,,
KIPKA HOMECARE e.K. - die Therapieassistenten,Hannberger Weg 12,91091.0,Großenseebach,https://www.google.de/search?q=KIPKA+HOMECARE+e.K.+-+die+Therapieassistenten+Hannberger+Weg+12+91091+Gro%C3%9Fenseebach,Inkontinenzhilfen%2C+ableitend,+49 9135 8535,"Hannberger Weg 12, 91091 Großenseebach",kipkahomecare.de,info@kipkahomecare.de,"Außerklinische Versorgungsdienstleistungen für chronisch erkrankte, intensiv- und palliativmedizinische Patienten","KIPKA HOMECARE Die Therapieassistenten Sabine Kipka e.K. ist ein außerklinischer Versorgungsdienst, sich auf die Pflege chronisch erkrankter, intensiv- und palliativmedizinischer Patienten spezialisiert hat. Das Unternehmen zeichnet sich durch eine 24-Stunden-Rufbereitschaft und eine Mitgliedschaft in der Initiative Chronischer Wunden e.V. aus. Ihr Ziel ist es, Patienten eine kompetente und individuelle Versorgung zu Hause zu bieten.",Sabine Kipka,HRA 10887 Amtsgericht Fürth,,,https://www.companyhouse.de/KIPKA-HOMECARE-Die-Therapieassistenten-Sabine-Kipka-eK-Grossenseebach
reha team Nordbayern - Gesundheitstechnik GmbH,Woffenbacher Str. 17,92318.0,Neumarkt,https://www.google.de/search?q=reha+team+Nordbayern+-+Gesundheitstechnik+GmbH+Woffenbacher+Str.+17+92318+Neumarkt,Inkontinenzhilfen%2C+ableitend,+49 921 747430,"Am Bauhof 11, 95445 Bayreuth",rehateam-bayreuth.de,info@rehateam-bayreuth.de,Herstellung von sonstigen Waren,Sanitätshaus,Arthur Ziegler,Gesellschaft mit beschränkter Haftung,,,https://www.companyhouse.de/reha-team-Nordbayern-Gesundheitstechnik-GmbH-Bayreuth
Meyer Robert,Eyber Str. 74,91522.0,Ansbach,https://www.google.de/search?q=Meyer+Robert+Eyber+Str.+74+91522+Ansbach,Inkontinenzhilfen%2C+ableitend,+49 2565 406801,"Am Königsweg 7, 48599 Gronau",robert-meyer-catering.de,info@robert-meyer-catering.de,Catering-Dienstleistungen,"Robert Meyer Catering GmbH ist ein Familienunternehmen in dritter Generation, sich auf die Bereitstellung von Catering-Dienstleistungen für verschiedene Arten von Veranstaltungen spezialisiert hat. Das Unternehmen zeichnet sich durch ein breites Speisenangebot, individuelle Menügestaltung und professionelle Durchführung aus, um sicherzustellen, dass jede Veranstaltung zu einem kulinarischen Erfolg wird.",Robert Meyer,HRB 10541 Amtsgericht Coesfeld,,,https://www.companyhouse.de/Robert-Meyer-Catering-GmbH-Gronau
ApoCare GmbH,Im Gewerbepark 11,96155.0,Buttenheim,https://www.google.de/search?q=ApoCare+GmbH+Im+Gewerbepark+11+96155+Buttenheim,Inkontinenzhilfen%2C+ableitend,+49 9545 24196992,"Im Gewerbepark 11, 96155 Buttenheim",,,Pflege und Betreuungsdienstleistungen,Sanitätshaus,"Dario Vitale, Gunnar Leckebusch",HRB 5527 Amtsgericht Bamberg,,,https://www.companyhouse.de/ApoCare-GmbH-Buttenheim
Hof- und Rats-Apotheke Dr. Klaus Lippert,Martin-Luther-Platz 1,91522.0,Ansbach,https://www.google.de/search?q=Hof-+und+Rats-Apotheke+Dr.+Klaus+Lippert+Martin-Luther-Platz+1+91522+Ansbach,Inkontinenzhilfen%2C+ableitend,,,,,,,,,,,
visit Public Health GmbH & Co. KG,Würzburger Str. 65,96049.0,Bamberg,https://www.google.de/search?q=visit+Public+Health+GmbH+%26+Co.+KG+W%C3%BCrzburger+Str.+65+96049+Bamberg,Inkontinenzhilfen%2C+ableitend,+49 951 965320,"Würzburgerstr. 65, 96049 Bischberg",,voiceofpalestine2014@gmail.com,,"VISIT Public Health GmbH & Co. KG ist eine Organisation, sich für Frieden und gegenseitige Toleranz einsetzt, unabhängig von Geschlecht, Religion oder Glaubenszugehörigkeit. Sie engagiert sich in Hilfsprojekten, sowohl materielle als auch finanzielle Unterstützung umfassen, sowie durch persönliche Hilfe vor Ort. Ihr Ziel ist es, notleidenden Menschen ungeachtet ihrer Herkunft zu helfen.","Sabine König, Peter König",Gesellschaft mit beschränkter Haftung & Co. Kommanditgesellschaft,,,https://www.companyhouse.de/VISIT-Public-Health-GmbH-Co-KG-Bischberg
reha team Nordbayern Gesundheitstechnik GmbH,Rosenberger Str. 40,92237.0,Sulzbach-Rosenberg,https://www.google.de/search?q=reha+team+Nordbayern+Gesundheitstechnik+GmbH+Rosenberger+Str.+40+92237+Sulzbach-Rosenberg,Inkontinenzhilfen%2C+ableitend,+49 921 747430,"Am Bauhof 11, 95445 Bayreuth",rehateam-bayreuth.de,info@rehateam-bayreuth.de,Herstellung von sonstigen Waren,Sanitätshaus,Arthur Ziegler,Gesellschaft mit beschränkter Haftung,,,https://www.companyhouse.de/reha-team-Nordbayern-Gesundheitstechnik-GmbH-Bayreuth
WFP GmbH Gesellschaft für Dienstleistung und Handel,Bauhofstr. 8,91443.0,Scheinfeld,https://www.google.de/search?q=WFP+GmbH+Gesellschaft+f%C3%BCr+Dienstleistung+und+Handel+Bauhofstr.+8+91443+Scheinfeld,Inkontinenzhilfen%2C+ableitend,,,,,,,,,,,
WundPunkt Dipl.-Pflegewirt (FH),Maximilianstr. 20,95444.0,Bayreuth,https://www.google.de/search?q=WundPunkt+Dipl.-Pflegewirt+%28FH%29+Maximilianstr.+20+95444+Bayreuth,Inkontinenzhilfen%2C+ableitend,,,,,,,,,,,
Kohnhäuser Rudolf,Eduard-Bayerlein-Str. 8,95445.0,Bayreuth,https://www.google.de/search?q=Kohnh%C3%A4user+Rudolf+Eduard-Bayerlein-Str.+8+95445+Bayreuth,Inkontinenzhilfen%2C+ableitend,,,,,,,,,,,
Sanitätshaus & Rehatechnik Schuhmann & Landstorfer GmbH,Egerländer Str. 28,95448.0,Bayreuth,https://www.google.de/search?q=Sanit%C3%A4tshaus+%26+Rehatechnik+Schuhmann+%26+Landstorfer+GmbH+Egerl%C3%A4nder+Str.+28+95448+Bayreuth,Inkontinenzhilfen%2C+ableitend,+49 921 726130,"Egerländerstr. 28, 95448 Bayreuth",rehatechnik-sl.de,kontakt@rehatechnik-sl.de,Großhandel,"Handel mit Rehabilitations-, Orthopädie- und Sanitätshaushilfsmitteln, Homecare- und Inkontinenz-Produkten sowie alle damit zusammenhängenden Dienst- und Serviceleistungen.","Manuel Schuhmann, Christian Landstorfer",HRB 5912 Amtsgericht Bayreuth,,,https://www.companyhouse.de/Sanitaetshaus-Rehatechnik-Schuhmann-Landstorfer-GmbH-Bayreuth
Sanitätshaus Martin Inh. Franziska Martin e.K.,Bahnhofstr. 93,95460.0,Bad Berneck,https://www.google.de/search?q=Sanit%C3%A4tshaus+Martin+Inh.+Franziska+Martin+e.K.+Bahnhofstr.+93+95460+Bad+Berneck,Inkontinenzhilfen%2C+ableitend,+49 9273 501156,"Bahnhofstraße 93, 95460 Bad Berneck im Fichtelgebirge",sanitaetshaus-martin.com,info@sanitaetshaus-martin.com,Sanitäts- und Rehabilitationsartikel,"Sanitätshaus Martin Inh. Franziska Martin e.K. ist ein Unternehmen, sich auf Gesundheitsvorsorge und -versorgung spezialisiert hat. Es bietet eine Vielseitigkeit an Produkten und Dienstleistungen, von Rehabilitationshilfen über orthopädische Einlagen bis hin zu Fitnessgeräten. Das Unternehmen ist bestrebt, Menschen bei der Genesung, Rehabilitation und Erleichterung des Alltags zu unterstützen und gleichzeitig präventive Maßnahmen zu ergreifen, um die Gesundheit seiner Kunden zu erhalten.",,Eingetragener Kaufmann,,,https://www.companyhouse.de/Sanitaetshaus-Martin-Inh-Franziska-Martin-eK-Bad-Berneck-im-Fichtelgebirge
Sanitätshaus Schug GmbH,Karlsplatz 10,92676.0,Eschenbach,https://www.google.de/search?q=Sanit%C3%A4tshaus+Schug+GmbH+Karlsplatz+10+92676+Eschenbach,Inkontinenzhilfen%2C+ableitend,,"Karlspl. 10, 92676 Eschenbach i.d.OPf.",,,Großhandel,"Handel mit -- medizinischen Hilfsmitteln mit oder ohne handwerkliche Zurichtung, -- orthopädischen Hilfsmitteln, -- Rehabilitationshilfen und -- nichtapothekenpflichtigen Medizinprodukten.",Hubert Franz Augustin Schug,Gesellschaft mit beschränkter Haftung,,,https://www.companyhouse.de/Sanitaetshaus-Schug-GmbH-Eschenbach-idOPf
Fischer Robert,Bibersbacher Str. 2,95632.0,Wunsiedel,https://www.google.de/search?q=Fischer+Robert+Bibersbacher+Str.+2+95632+Wunsiedel,Inkontinenzhilfen%2C+ableitend,+49 2166 33521,"Feldstr. 18, 41239 Mönchengladbach",,,Restaurants,,Ivana Fischer,,,,https://www.companyhouse.de/Hans-Robert-Fischer-Beratungs-und-Verwaltungs-GmbH-Moenchengladbach
Robert Fischer Orthopädie-Schuhtechnik,Nansenstr. 9,95615.0,Marktredwitz,https://www.google.de/search?q=Robert+Fischer+Orthop%C3%A4die-Schuhtechnik+Nansenstr.+9+95615+Marktredwitz,Inkontinenzhilfen%2C+ableitend,,,,,,,,,,,
Heining Thomas,Südbahnhofstr. 2,92681.0,Erbendorf,https://www.google.de/search?q=Heining+Thomas+S%C3%BCdbahnhofstr.+2+92681+Erbendorf,Inkontinenzhilfen%2C+ableitend,,,,,,,,,,,
Medi-ProLife Andrea Meier,Kappelweg 2,95168.0,Marktleuthen,https://www.google.de/search?q=Medi-ProLife+Andrea+Meier+Kappelweg+2+95168+Marktleuthen,Inkontinenzhilfen%2C+ableitend,,,,,,,,,,,
Robert Fischer,Bayreuther Str. 27,95615.0,Marktredwitz,https://www.google.de/search?q=Robert+Fischer+Bayreuther+Str.+27+95615+Marktredwitz,Inkontinenzhilfen%2C+ableitend,,,,,,,,,,,https://www.companyhouse.de/Robert-Fischer-Hof
Sperschneider Sanitätshaus GmbH,Kronacher Str. 33,95119.0,Naila,https://www.google.de/search?q=Sperschneider+Sanit%C3%A4tshaus+GmbH+Kronacher+Str.+33+95119+Naila,Inkontinenzhilfen%2C+ableitend,,,,,,,,,,,https://www.companyhouse.de/Sperschneider-Sanitaetshaus-GmbH
MediCare Patientenberatung Strack e.K.,Am Hochgericht 15,96231.0,Bad Staffelstein,https://www.google.de/search?q=MediCare+Patientenberatung+Strack+e.K.+Am+Hochgericht+15+96231+Bad+Staffelstein,Inkontinenzhilfen%2C+ableitend,+49 9573 235678,"Am Hochgericht 15, 96231 Bad Staffelstein",medicare-sh.de,info@medicare-sh.de,Patientenberatung und Versorgung mit medizinischen Hilfsmitteln,"Medi Care Patientenberatung Strack e.K. ist ein regionales Home Care Unternehmen, sich auf Stomatherapie, moderne Wundversorgung, Kontinenzberatung und -versorgung, enterale Ernährungstherapie, medizinische Kompressionstherapie und Bandagenversorgung spezialisiert hat. Ihr Leitbild ist vom Grundsatz geprägt, den einzelnen Menschen in den Mittelpunkt ihres Handelns zu stellen.",Christine Strack,HRA 4473 Amtsgericht Coburg,,,https://www.companyhouse.de/MediCare-Patientenberatung-Strack-eK-Bad-Staffelstein
P.I.G. Kroll Klaus Kroll,Aspertshofen 31 a,91241.0,Kirchensittenbach,https://www.google.de/search?q=P.I.G.+Kroll+Klaus+Kroll+Aspertshofen+31+a+91241+Kirchensittenbach,Inkontinenzhilfen%2C+ableitend,,,,,,,,,,,
Saniklick GmbH,Wunsiedler Str. 59,95032.0,Hof,https://www.google.de/search?q=Saniklick+GmbH+Wunsiedler+Str.+59+95032+Hof,Inkontinenzhilfen%2C+ableitend,+49 9281 8192226,"Burgstr. 16, 95152 Selbitz",saniklick.de,info@saniklick.de,Sanitätsbedarf und Rehabilitationshilfsmittel,Online-Handel mit Sanitätsbedarf.,"Karlheinz Ilius, Florian Hudetz",HRB 6220 Amtsgericht Hof,,,https://www.companyhouse.de/Saniklick-GmbH-Selbitz
Schön & Endres GmbH & Co. KG,Schenkhof 3 //Schust,97070.0,Würzburg,https://www.google.de/search?q=Sch%C3%B6n+%26+Endres+GmbH+%26+Co.+KG+Schenkhof+3+%2F%2FSchust+97070+W%C3%BCrzburg,Inkontinenzhilfen%2C+ableitend,,,,,Textilien,"Anfertigung und An- und Verkauf von orthopäthischen Heil- und Hilfsmitteln sowie Handel mit Sanitätsartikeln, Schuhwaren und Textilien.","Tanja Endres, Matthias Endres, Thomas Endres",Gesellschaft mit beschränkter Haftung,,,https://www.companyhouse.de/Fussorthopaedie-Schoen-Endres-GmbH-Wuerzburg
Sanitätshaus Meyer Michael Meyer,Bonner Str. 14 b,97084.0,Würzburg,https://www.google.de/search?q=Sanit%C3%A4tshaus+Meyer+Michael+Meyer+Bonner+Str.+14+b+97084+W%C3%BCrzburg,Inkontinenzhilfen%2C+ableitend,,,,,,,,,,,
Haas GmbH,Porschestr. 4,97230.0,Estenfeld,https://www.google.de/search?q=Haas+GmbH+Porschestr.+4+97230+Estenfeld,Inkontinenzhilfen%2C+ableitend,+49 9305 98760,"Berlinerpl. 11, 97080 Würzburg",,info@haas.life,Sanitätshaus und Orthopädietechnik,"Haas GmbH ist ein Sanitätshaus, sich auf die Vermarktung von medizinischen Geräten und Hilfsmitteln spezialisiert hat. Das Unternehmen bietet ein breites Spektrum an Produkten und Dienstleistungen an, darunter Orthopädieschuhtechnik, Orthopädische Zurichtung, Maßschuhe, Einlagen und weitere medizinische Geräte. Der Zweck der Geschäftstätigkeit von Haas GmbH ist es, Menschen mit Behinderungen oder Gesundheitsproblemen zu helfen, indem es ihnen geeignete Hilfsmittel und medizinische Geräte an die Hand gibt, um ihre Mobilität und Selbstständigkeit zu verbessern.",Jan Henrik Schmitz,Gesellschaft mit beschränkter Haftung,,,https://www.companyhouse.de/Haas-GmbH-Wuerzburg
Klingentor-Apotheke Andrea Schneider,Tückelhäuser Str. 9,97199.0,Ochsenfurt,https://www.google.de/search?q=Klingentor-Apotheke+Andrea+Schneider+T%C3%BCckelh%C3%A4user+Str.+9+97199+Ochsenfurt,Inkontinenzhilfen%2C+ableitend,,,,,Pharmazie,Betrieb einer Apotheke.,,,,,https://www.companyhouse.de/Klingentor-Apotheke-Apothekerin-Andrea-Schneider-eK-Ochsenfurt
Sanitätshaus Otto Traub GmbH,Untertorstr. 5,97828.0,Marktheidenfeld,https://www.google.de/search?q=Sanit%C3%A4tshaus+Otto+Traub+GmbH+Untertorstr.+5+97828+Marktheidenfeld,Inkontinenzhilfen%2C+ableitend,+49 9721 72950,"Wilhelmstraße 8, 97421 Schweinfurt",sanitaetshaus-traub.de,info@sanitaetshaus-traub.de,Sanitäts- und Hilfsmittelhandel,"Sanitätshaus Otto Traub GmbH ist ein Unternehmen, eine breite Palette von Gesundheitsprodukten und Dienstleistungen anbietet, darunter Blutdruck- und Blutzuckermessgeräte, Inhalationsgeräte, orthopädische Schuheinlagen, Computer-unterstützte Maßnahmen bei Kompressionsstrumpfhosen und -strümpfen, Sportbandagen, Fitnessgeräte, Massagegeräte und orthopädische Schuhe. Das Unternehmen zielt darauf ab, seinen Kunden ein erfüllteres und komfortableres Leben zu ermöglichen.","Andreas Traub, Oliver Traub",Gesellschaft mit beschränkter Haftung,,,https://www.companyhouse.de/Sanitaetshaus-Otto-Traub-GmbH-Schweinfurt
WFW Labor- Arzt- und Kranken-,Am Bildacker 1,97877.0,Wertheim,https://www.google.de/search?q=WFW+Labor-+Arzt-+und+Kranken-+Am+Bildacker+1+97877+Wertheim,Inkontinenzhilfen%2C+ableitend,,,,,,,,,,,
Evang. Heimstiftung GmbH Haus Sonnenhalde,Maierhöfener Str. 61,88316.0,Isny,https://www.google.de/search?q=Evang.+Heimstiftung+GmbH+Haus+Sonnenhalde+Maierh%C3%B6fener+Str.+61+88316+Isny,Inkontinenzhilfen%2C+saugend%2C+in+Alten-+und+Pflegeheimen,,,,,,,,,,,
St. Leonhard,Seidenstr. 39,88316.0,Isny,https://www.google.de/search?q=St.+Leonhard+Seidenstr.+39+88316+Isny,Inkontinenzhilfen%2C+saugend%2C+in+Alten-+und+Pflegeheimen,+49 8031 230050,"Mühlthalweg 54, 83071 Stephanskirchen",,,Lebensmittelherstellung,,"Johann Abfalter, Martin Abfalter",,,,https://www.companyhouse.de/St-Leonhardsquelle-GmbH-Co-KG-Stephanskirchen
Haus Hubertus GmbH,Linden 1,88167.0,Maierhöfen,https://www.google.de/search?q=Haus+Hubertus+GmbH+Linden+1+88167+Maierh%C3%B6fen,Inkontinenzhilfen%2C+saugend%2C+in+Alten-+und+Pflegeheimen,,,,,,,,,,,
Pflege Residenz Siloah,Am Meierhof 1,87787.0,Wolfertschwenden,https://www.google.de/search?q=Pflege+Residenz+Siloah+Am+Meierhof+1+87787+Wolfertschwenden,Inkontinenzhilfen%2C+saugend%2C+in+Alten-+und+Pflegeheimen,,,,,,,,,,,
CURATA Pflegebetriebe GmbH Haus Iberg,Ringenberg 1,88167.0,Maierhöfen,https://www.google.de/search?q=CURATA+Pflegebetriebe+GmbH+Haus+Iberg+Ringenberg+1+88167+Maierh%C3%B6fen,Inkontinenzhilfen%2C+saugend%2C+in+Alten-+und+Pflegeheimen,,,,,,,,,,,
Alten- und Pflegeheim Fink Haus St. Elisabeth,Schüttentobel 12,88167.0,Grünenbach,https://www.google.de/search?q=Alten-+und+Pflegeheim+Fink+Haus+St.+Elisabeth+Sch%C3%BCttentobel+12+88167+Gr%C3%BCnenbach,Inkontinenzhilfen%2C+saugend%2C+in+Alten-+und+Pflegeheimen,,,,,,,,,,,
Sozialstation der Caritas und der Diakonie Oberallgäu,Martin-Luther-Str. 10b,87527.0,Sonthofen,https://www.google.de/search?q=Sozialstation+der+Caritas+und+der+Diakonie+Oberallg%C3%A4u+Martin-Luther-Str.+10b+87527+Sonthofen,Inkontinenzhilfen%2C+saugend%2C+in+Alten-+und+Pflegeheimen,+49 831 9608800,"Martin-Luther-Straße 10 b, 87527 Sonthofen",,,Soziale Einrichtungen,Sozialarbeiter,Jennifer Wörz,Gemeinnützige Gesellschaft mit beschränkter Haftung,,,https://www.companyhouse.de/Sozialstation-der-Caritas-und-der-Diakonie-Oberallgaeu-gemeinnuetzige-GmbH-Sonthofen
