id,ik,locationName,address,coordinates,distance,email,website,furtherProducts,phone,adress,handler_type,company_purpose,management,registration_number,profit_year,profit_amount,company_url
59076,510556661,Seniorenwohnen an der Emspromenade,"{'street': 'Emspromenade 1', 'streetAddition': '', 'zip': '48231', 'city': 'Warendorf', 'phone': '', 'title': '', 'active': False}","{'lat': 51.953950981337, 'lon': 7.9863489642707}",0,,,[],+49 441 922830,"Hansa Ring 40-44, 26133 Rastede",Soziale Einrichtungen,,"Dipl.-Oek. Oliver Mathes, Matthias Winiarski",,,,https://www.companyhouse.de/Hansa-Seniorenwohnen-an-der-Emspromenade-GmbH-Rastede
59912,510533366,"Seniorenwohnheim GmbH Co KG ""Am Bockreiter""","{'street': 'Schütz-von-Rode-Str. 51', 'streetAddition': '', 'zip': '52134', 'city': 'Herzogenrath', 'phone': '', 'title': '', 'active': False}","{'lat': 50.865629970448, 'lon': 6.0976429658715}",0,,,[],+49 2406 95630,"Schütz von Rodestr. 51-53, 52134 Herzogenrath",Betrieb eines Seniorenwohnheims,"Seniorenwohnheim Am Bockreiter GmbH & Co. KG. bietet individuelle Betreuung und aktivierende Pflege für Senioren an, um ihr Wohlbefinden zu fördern und ihre Selbständigkeit zu erhalten. Die Einrichtung bietet eine lebendige Atmosphäre, tägliche Aktivitäten für Körper und Geist sowie gemütlich eingerichtete Zimmer. Der Schwerpunkt liegt auf der Betreuung und Pflege der Bewohner.",Uwe Kames,Gesellschaft mit beschränkter Haftung & Co. Kommanditgesellschaft,,,https://www.companyhouse.de/Seniorenwohnheim-Am-Bockreiter-GmbH-Co-KG-Herzogenrath
59747,512530620,Seniorenwohnheim GmbH & Co. KG Haus Rode Vollstationäre Einrichtung,"{'street': 'Schütz-von-Rode-Str. 49', 'streetAddition': '', 'zip': '52134', 'city': 'Herzogenrath', 'phone': '', 'title': '', 'active': False}","{'lat': 50.865620955722, 'lon': 6.0973219978205}",0,,,[],,,,,,,,,
59424,510347770,Senioren Wohnpark Cappeln,"{'street': 'Wittenberger Str. 16', 'streetAddition': '', 'zip': '49692', 'city': 'Cappeln', 'phone': '', 'title': '', 'active': False}","{'lat': 52.80503498308, 'lon': 8.113434974988}",0,,,[],,,,,,,,,
66948,510519266,Senioren-Wohnpark Düsseldorf-Volksgarten GmbH,"{'street': 'Industriestr. 9', 'streetAddition': '', 'zip': '40227', 'city': 'Düsseldorf', 'phone': '', 'title': '', 'active': False}","{'lat': 51.214756954299, 'lon': 6.7927709209903}",0,,,[],,"Industriestraße 9, 40227 Düsseldorf",Pflege- und Betreuungseinrichtung für Senioren,"Senioren-Wohnpark -Volksgarten GmbH ist eine Pflegeeinrichtung, sich auf die Betreuung und Pflege älterer Menschen konzentriert. Das Unternehmen zeichnet sich durch eine umfassende Pflege- und Betreuungsangebot aus, von der stationären Pflege bis hin zu sozialer Betreuung reicht. Der Zweck der Geschäftstätigkeit ist es, ältere Menschen eine sichere und angemessene Unterbringung und Betreuung zu bieten, um ihnen ein selbstbestimmtes Leben zu ermöglichen.",,Gesellschaft mit beschränkter Haftung,,,https://www.companyhouse.de/Senioren-Wohnpark-Duesseldorf-Volksgarten-GmbH-Duesseldorf
59661,511602317,Senioren-Wohnpark Klausa GmbH,"{'street': 'Am Leinawald 47 - 48', 'streetAddition': '', 'zip': '04603', 'city': 'Nobitz', 'phone': '', 'title': '', 'active': False}","{'lat': 50.958022979094, 'lon': 12.515264937631}",0,swp.klausa@emvia.de,senioren-wohnpark-klausa.de,[],+49 34494 780,"Am Leinawald 47/48, 04603 Nobitz",Pflege und Betreuung von Senioren,"Senioren-Wohnpark Klausa GmbH ist ein Pflegeheim, sich auf die Betreuung und Pflege alter Menschen spezialisiert hat. Das Unternehmen bietet 104 Betten, davon 62 in Einzelzimmern, und verfügt über ein umfangreiches Angebot an Pflegeleistungen, sich auf die Bedürfnisse der Bewohner ausrichtet. Der Zweck der Geschäftstätigkeit von Senioren-Wohnpark Klausa GmbH ist es, Menschen mit Demenz und anderen Pflegebedürftigkeiten professionelle stationäre Pflege anzubieten und ihnen ein höchstmögliches Maß an Selbständigkeit zu erhalten.","Jörg Johannes Schuster, Achaz von Quistorp, Dr. Parwis Fotuhi",Gesellschaft mit beschränkter Haftung,,,https://www.companyhouse.de/Senioren-Wohnpark-Klausa-GmbH-Nobitz
59706,511430206,Senioren-Wohnpark Leipzig - Am Kirschberg GmbH,"{'street': 'Karlsruher Str. 31', 'streetAddition': '', 'zip': '04209', 'city': 'Leipzig', 'phone': '', 'title': '', 'active': False}","{'lat': 51.316812954968, 'lon': 12.280563989811}",0,swp.amkirschberg@emvia.de,senioren-wohnpark-am-kirschberg.de,[],+49 341 426590,"Karlsruherstr. 31, 04209 Leipzig",Betreuung und Pflege von Senioren,"Senioren-Wohnpark  - Am Kirschberg bietet vollstationäre, Kurzzeit- und Verhinderungspflege in einer wohnlichen Atmosphäre. Das Unternehmen zeichnet sich durch ein täglich wechselndes Rahmenprogramm und eine pflegerische Betreuung mit Verständnis und Zuneigung aus.","Jörg Johannes Schuster, Achaz von Quistorp, Dr. Parwis Fotuhi",Gesellschaft mit beschränkter Haftung,,,https://www.companyhouse.de/Senioren-Wohnpark-Leipzig-Am-Kirschberg-GmbH-Leipzig
59700,511431230,"Senioren-Wohnpark Leipzig ""Eutritzscher Markt"" GmbH  Alten- und Pflegeheim","{'street': 'Gräfestr. 1', 'streetAddition': '', 'zip': '04129', 'city': 'Leipzig', 'phone': '', 'title': '', 'active': False}","{'lat': 51.368824989442, 'lon': 12.384517932805}",0,,,[],,,,,,,,,
59699,511431241,"Senioren-Wohnpark Leipzig ""Stadtpalais"" GmbH","{'street': 'Sebastian-Bach-Str. 51', 'streetAddition': '', 'zip': '04109', 'city': 'Leipzig', 'phone': '', 'title': '', 'active': False}","{'lat': 51.333134984491, 'lon': 12.354092982278}",0,swp.stadtpalais@emvia.de,senioren-wohnpark-stadtpalais.de,[],+49 341 14910,"Sebastian-Bach-Straße 51, 04109 Leipzig",Pflege und Betreuung älterer Menschen,"Senioren-Wohnpark  ""Stadtpalais"" GmbH ist ein Pflegeheim, sich auf die Betreuung und Pflege älterer Menschen spezialisiert hat. Das Unternehmen bietet 127 Plätze in Einzelzimmern und verfügt über ein umfangreiches Angebot an Pflegeleistungen, sich auf die Bedürfnisse der Bewohner ausrichtet. Der Zweck der Geschäftstätigkeit ist es, älteren Menschen eine angenehme und selbstständige Lebensweise zu ermöglichen.",,Gesellschaft mit beschränkter Haftung,,,https://www.companyhouse.de/Senioren-Wohnpark-Leipzig-Stadtpalais-GmbH-Leipzig
66949,512510216,Senioren-Wohnpark Lessingplatz GmbH,"{'street': 'Industriestr. 7', 'streetAddition': '', 'zip': '40227', 'city': 'Düsseldorf', 'phone': '', 'title': '', 'active': False}","{'lat': 51.214787959469, 'lon': 6.7920599942745}",0,,,[],,"Industriestr. 7, 40227 Düsseldorf",Hotel- und Gaststättengewerbe,"Betrieb eines Altenwohn- und Pflegeheimes und/oder das Haben, Halten und Verwaltung von Einrichtungen, die Überlassung von Wohnraum und Erbringen von Pflege- und Betreuungsleistungen zum Gegenstand haben.","Jörg Johannes Schuster, Achaz von Quistorp, Dr. Parwis Fotuhi",Gesellschaft mit beschränkter Haftung,,,https://www.companyhouse.de/Senioren-Wohnpark-Lessingplatz-GmbH-Duesseldorf
59269,510338893,Senioren Wohnpark Stade GmbH Seniorenresidenz Am Auetal,"{'street': 'Kakerbecker Str. 9', 'streetAddition': '', 'zip': '21702', 'city': 'Ahlerstedt', 'phone': '', 'title': '', 'active': False}","{'lat': 53.405422952859, 'lon': 9.4502599904416}",0,,,[],,,,,,,,,
59244,510300628,Senioren Wohnpark Stade GmbH Seniorenresidenz Delmer Hof,"{'street': 'Buxtehuder Str. 2', 'streetAddition': '', 'zip': '21641', 'city': 'Apensen', 'phone': '', 'title': '', 'active': False}","{'lat': 53.433946994303, 'lon': 9.6147859855704}",0,,,[],,,,,,,,,
59234,510301629,Senioren Wohnpark Stade GmbH Seniorenresidenz Mühlenhof,"{'street': 'Mühlenpark 1', 'streetAddition': '', 'zip': '27404', 'city': 'Zeven', 'phone': '', 'title': '', 'active': False}","{'lat': 53.287843888023, 'lon': 9.2764629324229}",0,,,[],,,,,,,,,
59626,510322452,Seniorenwohnpark Weser gGmbH,"{'street': 'Weimarer Weg 18', 'streetAddition': '', 'zip': '28816', 'city': 'Stuhr', 'phone': '', 'title': '', 'active': False}","{'lat': 53.015509967217, 'lon': 8.779925986322}",0,,,[],,,,,,,,,
59450,510347417,"Senioren Wohnpark Weser GmbH ""Haus am Park""","{'street': 'Langenwischstr. 111', 'streetAddition': '', 'zip': '27751', 'city': 'Delmenhorst', 'phone': '', 'title': '', 'active': False}","{'lat': 53.045162966574, 'lon': 8.6715609559573}",0,,,[],,,,,,,,,
56188,510401926,Senioren Wohnpark Weser GmbH Haus am Sodenmattsee II,"{'street': 'Zwischen Dorpen 1', 'streetAddition': '', 'zip': '28259', 'city': 'Bremen', 'phone': '', 'title': '', 'active': False}","{'lat': 53.04820395715, 'lon': 8.7312179841442}",0,,,[],,,,,,,,,
59408,510336788,Senioren Wohnpark Weser GmbH Haus Eichhof  Stationäre Pflege,"{'street': 'Am Schützenplatz 9', 'streetAddition': '', 'zip': '27729', 'city': 'Hambergen', 'phone': '', 'title': '', 'active': False}","{'lat': 53.312672995682, 'lon': 8.8274299765246}",0,,,[],,,,,,,,,
59340,510329244,Senioren Wohnpark Weser GmbH Haus Eschershausen  Altenheim,"{'street': 'Otto-Elster-Platz 2', 'streetAddition': '', 'zip': '37632', 'city': 'Eschershausen', 'phone': '', 'title': '', 'active': False}","{'lat': 51.927730969281, 'lon': 9.6381219708636}",0,,,[],,,,,,,,,
59392,510348189,Senioren Wohnpark Weser GmbH Haus Glandorf,"{'street': 'Frankenweg 30', 'streetAddition': '', 'zip': '49219', 'city': 'Glandorf', 'phone': '', 'title': '', 'active': False}","{'lat': 52.089104977421, 'lon': 8.0045569167645}",0,,,[],,,,,,,,,
56222,510400173,Senioren Wohnpark Weser GmbH Haus Rotbuche,"{'street': 'Hinter dem Vorwerk 32', 'streetAddition': '', 'zip': '28279', 'city': 'Bremen', 'phone': '', 'title': '', 'active': False}","{'lat': 53.031820975418, 'lon': 8.8497829354024}",0,,,[],,,,,,,,,
58872,510653783,Senioren Wohnpark Weser GmbH ID-50128 Hildegard v. Bingen Senioren Zentrum Schöffengrund,"{'street': 'Steinstr. 9 a', 'streetAddition': '', 'zip': '35641', 'city': 'Schöffengrund', 'phone': '', 'title': '', 'active': False}","{'lat': 50.492223949052, 'lon': 8.4731989275053}",0,,,[],,,,,,,,,
59273,510338702,Senioren Wohnpark Weser GmbH   Junge Pflege,"{'street': 'Am Schützenplatz 9', 'streetAddition': '', 'zip': '27729', 'city': 'Hambergen', 'phone': '', 'title': '', 'active': False}","{'lat': 53.312672995682, 'lon': 8.8274299765246}",0,,,[],,,,,,,,,
58103,512512946,Senioren Wohnpark Weser GmbH Seniorenresidenz Am Bismarckviertel,"{'street': 'Uerdinger Str. 140', 'streetAddition': '', 'zip': '47799', 'city': 'Krefeld', 'phone': '', 'title': '', 'active': False}","{'lat': 51.337145962298, 'lon': 6.5800349496771}",0,,,[],,,,,,,,,
59345,510316012,Senioren Wohnpark Weser GmbH Seniorenresidenz Am Stübchenbach,"{'street': 'Stübchentalstr. 10', 'streetAddition': '', 'zip': '38667', 'city': 'Bad Harzburg', 'phone': '', 'title': '', 'active': False}","{'lat': 51.882431977956, 'lon': 10.578888940365}",0,,,[],,,,,,,,,
59274,512340879,Senioren Wohnpark Weser GmbH Seniorenresidenz Christophorus,"{'street': 'Reutestr. 3', 'streetAddition': '', 'zip': '49434', 'city': 'Neuenkirchen-Vörden', 'phone': '', 'title': '', 'active': False}","{'lat': 52.480067949591, 'lon': 8.0989639242446}",0,,,[],,,,,,,,,
59277,512340813,Senioren Wohnpark Weser GmbH Seniorenresidenz Haren/Ems,"{'street': 'Adenauerstr. 8', 'streetAddition': '', 'zip': '49733', 'city': 'Haren', 'phone': '', 'title': '', 'active': False}","{'lat': 52.789279762216, 'lon': 7.2243860825188}",0,,,[],,,,,,,,,
58749,510316205,Senioren Wohnpark Weser GmbH   Seniroenresidenz,"{'street': 'Wilhelmstr. 35', 'streetAddition': '', 'zip': '37574', 'city': 'Einbeck', 'phone': '', 'title': '', 'active': False}","{'lat': 51.856931951827, 'lon': 9.960439920257}",0,,,[],,,,,,,,,
59171,510927943,Seniorenwohnstift Erlenbach,"{'street': 'Krankenhausstr. 39', 'streetAddition': '', 'zip': '63906', 'city': 'Erlenbach', 'phone': '', 'title': '', 'active': False}","{'lat': 49.81053798113, 'lon': 9.1669829131276}",0,,,[],,"Krankenhausstraße 39, 63906 Erlenbach am Main",Restaurants,Aufnahme älterer Menschen in das Seniorenwohnstift Erlenbach und Gewährung der notwendigen Pflege.,Maike Schmidt Hartig,HRB 9798 Amtsgericht Aschaffenburg,,,https://www.companyhouse.de/Seniorenwohnstift-Erlenbach-gemeinnuetzige-GmbH-Erlenbach-am-Main
59415,510963711,Seniorenwohnstift Erlenbach gGmbH,"{'street': 'Krankenhausstr. 39', 'streetAddition': '', 'zip': '63906', 'city': 'Erlenbach', 'phone': '', 'title': '', 'active': False}","{'lat': 49.81053798113, 'lon': 9.1669829131276}",0,,,[],,,,,,,,,
59045,512641101,Seniorenzenrum AGO Bad Vilbel,"{'street': 'Friedberger Str. 175', 'streetAddition': '', 'zip': '61118', 'city': 'Bad Vilbel', 'phone': '', 'title': '', 'active': False}","{'lat': 50.205219847147, 'lon': 8.7445448507102}",0,,,[],,,,,,,,,
59097,510647977,Seniorenzenrum AGO Nidderau,"{'street': 'Konrad-Adenauer-Allee 9', 'streetAddition': '', 'zip': '61130', 'city': 'Nidderau', 'phone': '', 'title': '', 'active': False}","{'lat': 50.224684050995, 'lon': 8.8768172847204}",0,,,[],,,,,,,,,
59806,510721729,Seniorenzenrum AGO Piesport,"{'street': 'Steingasse 38', 'streetAddition': '', 'zip': '54498', 'city': 'Piesport', 'phone': '', 'title': '', 'active': False}","{'lat': 49.875582978549, 'lon': 6.9279869545235}",0,,,[],,,,,,,,,
59042,510600153,Seniorenzenrum AGO Schmitten,"{'street': 'Bürgermeister-Pouzaud-Str. 3', 'streetAddition': '', 'zip': '61389', 'city': 'Schmitten', 'phone': '', 'title': '', 'active': False}","{'lat': 50.265290985248, 'lon': 8.4532549807249}",0,,,[],,,,,,,,,
59810,510721581,Seniorenzenrum AGO Trier,"{'street': 'Eurener Str. 170', 'streetAddition': '', 'zip': '54294', 'city': 'Trier', 'phone': '', 'title': '', 'active': False}","{'lat': 49.741808968024, 'lon': 6.6104669968942}",0,,,[],,,,,,,,,
48451,510599695,Seniorenzenrum Beckinghausen,"{'street': 'Kamener Str. 224', 'streetAddition': '', 'zip': '44532', 'city': 'Lünen', 'phone': '', 'title': '', 'active': False}","{'lat': 51.611259954339, 'lon': 7.5633319376527}",0,,,[],,,,,,,,,
59829,510662999,"Seniorenzenrum ""Ederbergland""","{'street': 'Wilhelmstr. 12 - 14', 'streetAddition': '', 'zip': '35066', 'city': 'Frankenberg', 'phone': '', 'title': '', 'active': False}","{'lat': 51.063067982667, 'lon': 8.799082919082}",0,,,[],,,,,,,,,
59815,510653486,"Seniorenzenrum ""Goldborn""","{'street': 'Mühltal 9', 'streetAddition': '', 'zip': '35315', 'city': 'Homberg', 'phone': '', 'title': '', 'active': False}","{'lat': 50.725321789916, 'lon': 8.985287867131}",0,,,[],,,,,,,,,
59816,510943501,"Seniorenzenrum ""Löwenquell""","{'street': 'Max-Roesler-Str. 7', 'streetAddition': '', 'zip': '96476', 'city': 'Bad Rodach', 'phone': '', 'title': '', 'active': False}","{'lat': 50.338921984396, 'lon': 10.784032979717}",0,,,[],,,,,,,,,
59103,512104009,Seniorenzenrum Pries,"{'street': 'Andersenweg 10', 'streetAddition': '', 'zip': '24159', 'city': 'Kiel', 'phone': '', 'title': '', 'active': False}","{'lat': 54.392649971315, 'lon': 10.16400292471}",0,,,[],,,,,,,,,
59094,511607937,"Seniorenzenrum ""Turmhotel""","{'street': 'Am Luftschiffhafen 2', 'streetAddition': '', 'zip': '99867', 'city': 'Gotha', 'phone': '', 'title': '', 'active': False}","{'lat': 50.922673944263, 'lon': 10.728864922837}",0,,,[],,,,,,,,,
59083,511460214,Seniorenzentrum AGO Bielatal,"{'street': 'Schulstr. 8 a', 'streetAddition': '', 'zip': '01824', 'city': 'Rosenthal-Bielatal', 'phone': '', 'title': '', 'active': False}","{'lat': 50.875038975774, 'lon': 14.043700962513}",0,,,[],,,,,,,,,
59068,511461384,Seniorenzentrum AGO Dresden,"{'street': 'Wernerstr. 37', 'streetAddition': '', 'zip': '01159', 'city': 'Dresden', 'phone': '', 'title': '', 'active': False}","{'lat': 51.044193966724, 'lon': 13.698910937636}",0,,,[],,,,,,,,,
59025,511505353,Seniorenzentrum AGO Halle-Neustadt,"{'street': 'Hallorenstr. 4', 'streetAddition': '', 'zip': '06122', 'city': 'Halle', 'phone': '', 'title': '', 'active': False}","{'lat': 51.48147498111, 'lon': 11.929179971422}",0,,,[],,,,,,,,,
59808,510721661,Seniorenzentrum AGO Pluwig,"{'street': 'Am alten Dorfplatz 1', 'streetAddition': '', 'zip': '54316', 'city': 'Pluwig', 'phone': '', 'title': '', 'active': False}","{'lat': 49.688762984342, 'lon': 6.7135649352535}",0,,,[],,,,,,,,,
59090,510648627,Seniorenzentrum AGO Rosbach,"{'street': 'Bei den Junkergärten 1', 'streetAddition': '', 'zip': '61191', 'city': 'Rosbach', 'phone': '', 'title': '', 'active': False}","{'lat': 50.30088199152, 'lon': 8.6944079882414}",0,,,[],,,,,,,,,
59161,510104982,Seniorenzentrum Alte Oberförsterei,"{'street': 'Körnerplatz 5 - 9', 'streetAddition': '', 'zip': '21493', 'city': 'Schwarzenbek', 'phone': '', 'title': '', 'active': False}","{'lat': 53.505880968386, 'lon': 10.477585925775}",0,,,[],,,,,,,,,
59452,512102278,Seniorenzentrum Alte Oberförsterei  Abt. Gerontopsychiatrie,"{'street': 'Körnerplatz 5 - 9', 'streetAddition': '', 'zip': '21493', 'city': 'Schwarzenbek', 'phone': '', 'title': '', 'active': False}","{'lat': 53.505880968386, 'lon': 10.477585925775}",0,,,[],,,,,,,,,
59197,510508515,Seniorenzentrum am Landschaftspark Christophoruswerk Betr. GmbH Altenpflegeeinrichtung,"{'street': 'Bronkhorststr. 132', 'streetAddition': '', 'zip': '47137', 'city': 'Duisburg', 'phone': '', 'title': '', 'active': False}","{'lat': 51.47367379474, 'lon': 6.7774501538197}",0,,,[],,,,,,,,,
59108,510599092,Seniorenzentrum Am Ostring   Stationäre Altenpflege,"{'street': 'Ostring 2', 'streetAddition': '', 'zip': '44787', 'city': 'Bochum', 'phone': '', 'title': '', 'active': False}","{'lat': 51.482770965311, 'lon': 7.2232009351644}",0,,,[],,,,,,,,,
58730,510302378,Seniorenzentrum am Pfarrgarten GmbH,"{'street': 'Baumschulenweg 2 - 6', 'streetAddition': '', 'zip': '31234', 'city': 'Edemissen', 'phone': '', 'title': '', 'active': False}","{'lat': 52.384606954774, 'lon': 10.25986699958}",0,,,[],,"Dingolfingerstr. 15, 81673 München",Soziale Einrichtungen,"Einrichtung, Betrieb, Beratung und Verwaltung von Fach- und Rehabilitationskliniken, ärztlichen versorgungs- und gesundheitstechnischen Einrichtungen von Senioren- und Pflegeheimen sowie des Gaststätten- und Beherbergungsgewerbes sowie Erbringung von sämtlichen Dienstleistungen im Zusammenhang mit der ambulanten, teilstationären und stationären Pflege und Versorgung von hilfsbedürftigen Personen aller Altersgruppen sowie Halten und Verwaltung von Immobilien Im Zusammenhang hiermit.",Christian Gharieb,HRB 264077 Amtsgericht München,,,https://www.companyhouse.de/Seniorenzentrum-Am-Pfarrgarten-GmbH-Muenchen
59149,510596512,Seniorenzentrum Am Volksgarten,"{'street': 'Volksgartenstr. 51', 'streetAddition': '', 'zip': '44388', 'city': 'Dortmund', 'phone': '', 'title': '', 'active': False}","{'lat': 51.504248974621, 'lon': 7.3320739628223}",0,,,[],,,,,,,,,
59921,510315534,Seniorenzentrum Am Wasserturm,"{'street': 'Husarenstr. 79', 'streetAddition': '', 'zip': '38102', 'city': 'Braunschweig', 'phone': '', 'title': '', 'active': False}","{'lat': 52.264953959837, 'lon': 10.537801975563}",0,,,[],,,,,,,,,
59247,510110092,Senioren-Zentrum An der Alten Wache GmbH,"{'street': 'An der Alten Wache 2', 'streetAddition': '', 'zip': '21509', 'city': 'Glinde', 'phone': '', 'title': '', 'active': False}","{'lat': 53.54293068428, 'lon': 10.218431757943}",0,,,[],+49 40 2094950,"Kuehnstr. 71D, 22045 Hamburg",Soziale Einrichtungen,"Seniorenzentrum, Glinde, Schleswig-Holstein",Christian Kerling,HRB 129410 Amtsgericht Hamburg,,,https://www.companyhouse.de/Senioren-Zentrum-An-der-alten-Wache-GmbH-Hamburg
59144,510652485,"Seniorenzentrum ""Annerod""","{'street': 'Borngasse 42', 'streetAddition': '', 'zip': '35463', 'city': 'Fernwald', 'phone': '', 'title': '', 'active': False}","{'lat': 50.579933985219, 'lon': 8.7487699868175}",0,,,[],,,,,,,,,
59903,510592621,Seniorenzentrum Antonius GmbH & Co KG  Alten- und Pflegeheim,"{'street': 'Ottostr. 35', 'streetAddition': '', 'zip': '59368', 'city': 'Werne', 'phone': '', 'title': '', 'active': False}","{'lat': 51.669521953506, 'lon': 7.6314689722901}",0,,,[],,,,,,,,,
